serial,year_built,reg_date,previous,type,manufacturer,build_place,registration
28210,1998,2009.08.27,TF-JXG TF-NBA (OY-MRS) EI-DZD 5T-CLK N341LF LV-YYC (HB-TEA) N801LF N5573P (HB-III),Boeing 737-7Q8,Boeing Company,"Renton, WA, USA",OY-PSF
4697415,,2009.09.27,Cancelled 2009.10.08,Piper PA-46-500TP Malibu Meridian,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-PKI
28210,1998,2008.01.11,EI-DZD 5T-CLK N801LF LV-YYC (HB-TEA) N801LF N5573P,Boeing 737-7Q8,Boeing Company,"Renton, WA, USA",OY-MRS
1067,1962,1970.05.05,SE-TCE OY-EFX D-1814,Scheibe Zugvogel IIIB,Scheibe Flugzeugbau GmbH,"Dachau, W.Germany",OY-MHX
28306,1999,2002.02.27,LN-RPE N1795B,Boeing 737-683,Boeing Company,"Renton, WA, USA",OY-KKY
24848,1990,1990.11.15,SE-DKS,Boeing 767-383ER,Boeing Company,"Everett, WA, USA",OY-KDN
340,2018,2018.12.19,Cancelled,Tecnam P2002-JF Sierra,"TECNAM S.r.l., Costruzioni Aeronautiche","Napoli, Italy",OY-GBE
339,2018,2018.12.19,Cancelled,Tecnam P2002-JF Sierra,"TECNAM S.r.l., Costruzioni Aeronautiche","Napoli, Italy",OY-GBD
293,1973,1995.04.19,HB-VJX HZ-PL1 N2613 N2615 N4442F (F-WMKJ),Dassault Falcon 20E,"Dassault, Avions Marcel","Merignac, France",OY-CKY
NA0274/257105,,2001.04.23,N560SB HB-VLL N700DE N44BB N125TA N125BA G-5-11,HS 125 Srs.700A,British Aerospace PLC,,OY-VIA
,,,,,,,OY-CKO (2)
,,,,,,,OY-CKH (1)
28-8590043,1985,1988.09.16,N152AV,Piper PA-28-181 Archer II,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-CGY
1532,1960,1960.05.06,(N8354E),Mooney M-20A,Mooney Aircraft Corporation,"Kerrville, TX, USA",OY-ADR
,2009,2019.01.24,2-XAVT 4X-AVT F-WWEN,Aeritalia/SNIAS ATR 72-212A,Avions de Transport Regional,"Toulouse, France",OY-YCT
21278,1976,1976.12.10,(N8289V)(N1787B),Boeing 737-2L9,Boeing Company,"Renton, WA, USA",OY-APG
TC.258,1978,1991.12.02,C-GBDF 4X-CSA N5463M,Swearingen SA226-TC Metro II,Swearingen Aviation Corporation,"San Antonio, TX, USA",OY-NPA
,,,Cancelled,,,,OY-9494
,1996,2017.10.20,HK-4747 F-WNUI SP-EDC F-GPYI F-WWLM,Aeritalia/SNIAS ATR 42-500,Avions de Transport Regional,"Toulouse, France",OY-YBT
,1970,1970.06.02,Cancelled 2018.06.08,Schempp-Hirth HS-4 Standard-Cirrus,Schempp-Hirth KG,"Kirchheim unter Teck, W.Germany",OY-XEZ
,,,,,,,OY-UCA (1)
24-3070,1988,1989.01.06,N205XX,Mooney M-20J Mooney 205,Mooney Aircraft Corporation,"Kerrville, TX, USA",OY-SVB
1171,2007,2008.02.29,Cancelled 2018.02.13,Lindstrand LBL 90A,Lindstrand Balloons Ltd,"Oswestry, UK",OY-SOE
18281040,2001,2002.03.13,N3539Q,Cessna 182T Skylane,Cessna Aircraft Company,"Independence,KS, USA",OY-NJH
2046,1983,1983.06.07,Cancelled 1995.12.01,Aérospatiale AS 332L Super Puma,Aérospatiale (SNIAS),"Marignane, France",OY-HMG
4340,2008,2008.07.21,Cancelled 2017.11.22,Robinson R22 Beta II,Robinson Helicopter Company  Inc,"Torrance, CA, USA",OY-HHE
18261786,1973,1973.04.24,N78847,Cessna 182P Skylane,Cessna Aircraft Company,"Wichita, KS, USA",OY-DVS
BB-0932,1981,1989.05.23,D-IBCI,Beech B200 Super King Air,Beech Aircraft Corporation,"Wichita, KS, USA",OY-CCE
1816,2018,2018.11.26,N816WA HB-FQA(20),Pilatus PC-12/47E,Pilatus Flugzeugwerke AG,"Stans, Switzerland",OY-AWH
,,,,,,,OY-GAC (2)
30658,2003,2019.03.08,HL8263 VH-VOV,Boeing 737-82R,Boeing Company,"Renton, WA, USA",OY-JZJ
,1960,1965.10.30,SP-2167,SZD-22C Mucha Standard,Polskie Zaklady Lotnicze,"Krosno, Poland",OY-EHX
21982,1942,1945.12.03,SE-BAR 42-107067,Boeing B-17G-35-DL Fortress,Boeing Aircraft Company,"Long Beach, CA, USA",OY-DFE
31722,2016,2016.04.05,(I-EASY),AgustaWestland AW139,AgustaWestland,"Cascina Costa, Italy",OY-HIL
,,2007.03.06,Cancelled NTU,,,,OY-HIH
1059,2012,2017.05.08,PR-PDI F-WWET (F-WWED),Aeritalia/SNIAS ATR 72-212A 600 Version,Avions de Transport Regional,"Toulouse, France",OY-PDD
12162,2008,2008.03.05,Cancelled 2018.06.11,Robinson R44 Raven II,Robinson Helicopter Company  Inc,"Torrance, CA, USA",OY-HYB
,,,,,,,OY-JAN (1)
6828,2009,2009.03.24,(F-WWOC),Eurocopter EC 155B1 Dauphin,Eurocopter S.A.,"Marignane, France",OY-HJA
,,,,,,,OY-ALW (2)
11AC-1601,1947,1991.08.01,D-EKUD HB-UPK D-ECAB N9953F LX-AID,Aeronca 11AC Chief,Aeronca Aircraft Corporation,"Middletown, OH, USA",OY-AVN
F17200824,1972,2010.11.19,D-ECQV,Reims/Cessna F172L Skyhawk,Cessna Aircraft Company,"Reims, France",OY-OBV
60-051,1995,2000.09.13,N63BL N5051X,Learjet 60,Learjet,"Wichita, KS, USA",OY-LJH
157,1989,2004.11.02,F-WQNH EC-EUJ EC-384 F-WWEL,Aeritalia/SNIAS ATR 72-202,Avions de Transport Regional,"Toulouse, France",OY-RTG
,,,,,,,OY-KCA (2)
E.2235,1993,2007.10.19,HB-IXK G-XAIR G-6-235,BAe Avro 146 Series RJ85,British Aerospace PLC,"Woodford, UK",OY-RCD
20195,1990,1990.10.09,(PH-EXA),Fokker F27 Mk.050,Fokker Aircraft BV,"Amsterdam, Holland",OY-KAK
30722,2007,2009.06.10,TF-JXE,Boeing 737-8Q8,Boeing Company,"Renton, WA, USA",OY-PSB
RK-267,2000,2009.04.03,N4467X,Beech 400A Beechjet,Beech Aircraft Corporation,"Wichita, KS, USA",OY-JJO
F17201332,1975,1975.07.31,(D-EOGA),Reims/Cessna F172M Skyhawk,Cessna Aircraft Company,"Reims, France",OY-BIF
4698094,2018,2018.12.20,N80104,Piper PA-46-600TP M600,"Piper Aircraft, Inc","Vero Beach, FL, USA",OY-MPV
53001,1991,1991.02.20,(SE-DIP),McDonnell Douglas MD-81,McDonnell Douglas Corporation,"Long Beach, CA, USA",OY-KHS
,,,Cancelled,,,,OY-9240
366,1996,1996.05.08,Cancelled 2012.11.13,Lindstrand LBL 77A,Lindstrand Balloons Ltd,"Oswestry, UK",OY-GOP
1216,,2017.07.31,F-WWLU,"Aeritalia/SNIAS ATR 42-500 ""600 version""",Avions de Transport Regional,"Toulouse, France",OY-YCF#1
1527,2018,2018.11.27,F-WWEG,Aeritalia/SNIAS ATR 72-212A 600 Version,Avions de Transport Regional,"Toulouse, France",OY-RUV
F17201446,1976,1976.05.06,Cancelled 2018.11.12,Reims/Cessna F172M Skyhawk,Cessna Aircraft Company,"Reims, France",OY-BUE
3142,2000,2018.11.08,D-BMAD I-AIRX D-BDXA,Dornier 328-300,Dornier GmbH,"Oberpfaffenhofen, Germany",OY-NCI
8318,2018,2018.07.06,(D-AVZW),Airbus A321-251N,Airbus Industrie,"Hamburg/Finkenwerder, Germany",OY-PAF(2)
8145,2018,2018.04.16,(D-AZAK),Airbus A321-251N,Airbus Industrie,"Hamburg/Finkenwerder, Germany",OY-PAA(2)
19000067,2007,2018.03.26,TC-YAT EI-FKL JY-EMF PT-SJG,EMBRAER ERJ 190-200,EMBRAER,"Sao José dos Campos, Brazil",OY-ZAT
7419,2000,2000.08.24,C-FMOS,Bombardier CL-600-2B19 Regional Jet.100,Bombardier Inc Canada,"Mirabel, Montreal, Canada",OY-RJB
30688,2007,2009.06.04,TF-JXD,Boeing 737-8Q8,Boeing Company,"Renton, WA, USA",OY-PSA
6358,1964,1965.04.12,Cancelled 2018.10.10,Schleicher Ka 6CR Rhönsegler,"Schleicher Segelflugzeugbau, A.","Poppenhausen, W.Germany",OY-DMX
8709,2018,2018.10.11,Cancelled,Witthøfft NX-77C,,"Frederikssund, Denmark",OY-NIW
12236,2018,2018.10.11,Cancelled,Cameron TR-77 Racer-77,Cameron Balloons Ltd,"Bristol, UK",OY-LOD
29,2018,2018.10.05,Cancelled,Schempp-Hirth Discus 2c FES,Schempp-Hirth Flugzeugbau GmbH,"Kirchheim unter Teck, Germany",OY-XXS
,,,,,,,OY-MAF (1)
RC-39,2010,2018.11.21,N71956 N439HB,Hawker 4000,Hawker Beechcraft Corporation,"Wichita, KS, USA",OY-JJS
167,2003,2003.03.13,Cancelled 2017.09.15,Schempp-Hirth Discus 2A,Schempp-Hirth KG,"Kirchheim unter Teck, W.Germany",OY-XXN
29579,2009,2009.05.29,Cancelled 2018.04.18,Schleicher ASW 27-18E (ASG 29E),"Schleicher Segelflugzeugbau, A.","Poppenhausen, W.Germany",OY-CGX
18280099,1998,2012.08.08,N182HT N982RA,Cessna 182S Skylane,Cessna Aircraft Company,"Independence,KS, USA",OY-NAC
15240,2009,2009.07.15,Cancelled 2018.08.28,Bombardier CL-600-2D24 RJ-900,Bombardier Inc Canada,"Mirabel, Montreal, Canada",OY-KFH
1519,2018,2018.10.05,F-WWEW,Aeritalia/SNIAS ATR 72-212A 600 Version,Avions de Transport Regional,"Toulouse, France",OY-RUN
2009-05/15,2013,2018.09.25,Cancelled,Rihn DR-109,"Rihn, Dan","Sunds, Denmark",OY-VAD
25,1986,2018.09.05,SE-UVE D-KJWD D-KCGE,Schempp-Hirth HS-6 Janus CM,Schempp-Hirth Flugzeugbau GmbH,"Kirchheim unter Teck, Germany",OY-XVE(2)
4304,1983,2007.03.15,D-7753,Rolladen-Schneider LS4,Rolladen-Schneider OHG,"Egelsbach, W.Germany",OY-TXA
15246,2009,2009.10.19,Cancelled 2018.08.29,Bombardier CL-600-2D24 RJ-900,Bombardier Inc Canada,"Mirabel, Montreal, Canada",OY-KFL
15244,2009,2009.10.07,C-GBSZ C-GIAW,Bombardier CL-600-2D24 RJ-900,Bombardier Inc Canada,"Mirabel, Montreal, Canada",OY-KFK
15231,2009,2009.05.06,Cancelled 2018.07.09,Bombardier CL-600-2D24 RJ-900,Bombardier Inc Canada,"Mirabel, Montreal, Canada",OY-KFF
7386,1987,2018.08.30,G-IWRB G-VIPT N109SM N109AZ JA9694 N1ZN,Agusta A.109A-II,"Agusta, Costr. Aeronaut. Giovanni","Cascina Costa, Italy",OY-HZE(2)
31177,2018,2018.08.16,Cancelled,Schleicher ASH 31 Mi,"Schleicher Segelflugzeugbau, A.","Poppenhausen, W.Germany",OY-GBX
471,2013,2018.08.24,Cancelled,Van's RV-8,Van's Aircraft Inc,"Brønderslev, Denmark",OY-KEJ
,,,,,,,OY-FLW (1)
,,,Cancelled,,,,OY-1037
3449234,2001,2005.03.03,N371C N53436,Piper PA-34-220T Seneca 5,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-SMD
1204,2015,2016.07.18,HK-5128/FAC 1195 F-WWLH,"Aeritalia/SNIAS ATR 42-500 ""600 version""",Avions de Transport Regional,"Toulouse, France",OY-YBP
950280,2005,2018.12.18,N44FX,Rihn DR-107 One Design,"Rihn, Dan",USA,OY-ONE(1)
1465,2018,2018.07.26,Cancelled,Kubícek BB9E,Balóny Kubícek,"Brno-Malomérice , Czech Republic",OY-NON
6507039,1994,1999.12.15,D-CACM N12643,Cessna 650 Citation VII,Cessna Aircraft Company,"Wichita, KS, USA",OY-GGG
28323,,2002.,LN-RPD SE-DYA (LN-RPM) N1786B,Boeing 737-883,Boeing Company,"Renton, WA, USA",OY-KLD
208B0584,1996,1997.04.15,G-MART,Cessna 208B Grand Caravan,Cessna Aircraft Company,"Wichita, KS, USA",OY-PBF
154,2001,2002.01.23,(F-WWVL),Dassault Falcon 2000,Dassault Aviation,"Merignac, France",OY-CKI
28-25583,1969,2004.07.08,N8761N,Piper PA-28-140 Cherokee B,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-TBL
,,2010.12.09,LN-RET LN-TSI N89735,Cessna 140,Cessna Aircraft Company,"Wichita, KS, USA",OY-RET
91,1991,1994.07.13,SP-FTK,Let L 410 UVP-E10,Let Narodny Podnik,,OY-LET
5624,2005,2006.06.22,N604GD C-GLXD,Bombardier Challenger 604,Bombardier Inc Canada,"Downsview, Ontario, Canada",OY-MKS
31121,2008,2013.09.03,I-AWTD N798AA N139PH OH-HCQ,AgustaWestland AW139,AgustaWestland,"Cascina Costa, Italy",OY-HTJ
101041,1983,1983.03.29,Cancelled 2010.06.22,Centrair 101 AP Pégase,Centrair SA,"le Blanc, France",OY-XMM
3080,1978,1978.03.20,Cancelled 2002.03.21,Grob G 103 Twin Astir,"Grob Flugzeugbau, Burkhart","Mindelheim, W.Germany",OY-XIO
4-222,1988,2009.06.26,PH-831 (D-KIDG),Glaser-Dirks DG-400,Glaser-Dirks Flugzeugbau,"Bruchsal, Germany",OY-RXD
28032,2001,2018.02.23,G-CKAK,Schleicher ASW 28,"Schleicher Segelflugzeugbau, A.","Poppenhausen, W.Germany",OY-XPV(2)
185,2006,2007.03.14,LY-GNJ,LAK-17AT,Sportiné Aviacija,"Prienai, Lithauania",OY-KKX
F406-0046,1989,1995.09.28,G-BSRY PH-ALP (F-WZDU),Reims/Cessna F.406 Caravan II,Cessna Aircraft Company,"Reims, France",OY-PED
FR182-0038,1979,1998.09.18,D-EIYI,Reims/Cessna FR182 Skylane RG,Cessna Aircraft Company,"Reims, France",OY-GHC
0603-82,2007,2011.05.24,Cancelled 2018.03.05,Dyn'Aero MCR 4S,Dyn'Aéro S.A.,Herning,OY-PIA
46252,1972,1978.04.06,D-KEAS,Scheibe SF 25B Falke,Scheibe Flugzeugbau GmbH,"Dachau, W.Germany",OY-XIU
1325,,1978.,D-ECEZ N3332K,Globe GC-1B Swift,Globe Aircraft Corporation,"Fort Worth, TX, USA",OY-EFG
506/C,2018,2018.06.20,Cancelled,Partenavia P.68C,Partenavia Costruzioni Aeronautiche,"Casoria, Italy",OY-SYS
P-463,1969,1970.05.15,Cancelled 1999.05.20,SZD-9bis Bocian 1E,Polskie Zaklady Lotnicze,"Jezow Sudecki, Poland",OY-FVX
159,1947,1947.10.09,Cancelled 1957.05.15,S.A.I. KZ VII U-4 Lærke,Skandinavisk Aero Industri A/S,"Kastrup, Denmark",OY-DTY
32-7540091,1975,1975.03.24,Cancelled 1982.06.29,Piper PA-32-300 Cherokee Six,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-TOP
525-0258,1998,2002.12.19,(OY-SDL) N108CR N5203J,Cessna 525 CitationJet,Cessna Aircraft Company,"Wichita, KS, USA",OY-SML
167/545,1992,2018.05.07,D-KJOE PH-959,Schempp-Hirth Ventus cT,Schempp-Hirth Flugzeugbau GmbH,"Kirchheim unter Teck, Germany",OY-XWC
3E301,1988,1988.07.21,Cancelled 2018.02.13,Glaser-Dirks DG-300 Elan,Glaser-Dirks Flugzeugbau,"Begunje, Yugoslavia",OY-XPZ
4-227,1988,2007.12.04,HB-2134 (D-KIDG),Glaser-Dirks DG-400,Glaser-Dirks Flugzeugbau,"Bruchsal, Germany",OY-LXN
3008,1977,1977.11.17,Cancelled 2001.03.16,Grob G 103 Twin Astir,"Grob Flugzeugbau, Burkhart","Mindelheim, W.Germany",OY-XHV
15073255,1972,1975.03.17,N5355Q,Cessna 150L,Cessna Aircraft Company,"Wichita, KS, USA",OY-RPI
2844045,2001,2008.01.15,N413PA N50104,Piper PA-28R-201 Arrow III,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-BWH
637,1976,1976.03.24,Cancelled 2018.03.06,Schempp-Hirth HS-4 Standard Cirrus 75,Schempp-Hirth KG,"Kirchheim unter Teck, W.Germany",OY-XDC
,,,,,,,OY-PBG (2)
10426,1969,1969.12.18,PH-FPA,Fokker F.27 Friendship Srs. 500,Fokker-VFW BV,"Amsterdam, Holland",OY-APB
525B-0194,2007,2008.01.18,Cancelled 2018.05.24,Cessna 525B Citationjet CJ3,Cessna Aircraft Company,"Wichita, KS, USA",OY-WWW
4178,1983,2002.03.20,D-3504,Rolladen-Schneider LS4-a,Rolladen-Schneider OHG,"Egelsbach, Germany",OY-MXE
,,2004.04.16,Cancelled NTU,Scheibe SF 25C Falke,Scheibe Flugzeugbau GmbH,,OY-XUR
5969,1981,2018.05.25,G-CKCG 86+36,MBB Bo 105P,Messerschmitt-Bölkow-Blohm G.m.b.H.,"Ottobrunn, W. Germany",OY-HBO(1)
18281060,2001,2006.07.06,N292LB,Cessna 182T Skylane,Cessna Aircraft Company,"Independence,KS, USA",OY-CSI
15206,2008,2008.11.28,C-GIAW,Bombardier CL-600-2D24 RJ-900,Bombardier Inc Canada,"Mirabel, Montreal, Canada",OY-KFA
14-486,1942,2018.04.18,SE-FUD(2) Fv16068 FE752 42-949,Noorduyn AT-16 Harvard IIB,North American Aviation Inc,"Montreal, Que, Canada",OY-FUD
4247,1982,2018.05.04,D-4543,Rolladen-Schneider LS4-a,Rolladen-Schneider OHG,"Egelsbach, W.Germany",OY-HXL
179,1960,2018.04.20,EI-EPN G-AYEV F-BERH F-OBTH F-OBRH,Jodel DR 1050 Ambassadeur,Société Aeronautique Normande,"Bernay, France",OY-LAU
12188,2018,2018.04.20,Cancelled,Cameron Sport-90,Cameron Balloons Ltd,"Bristol, UK",OY-OOB
878,1998,2018.06.08,B-2370 D-AVZF,Airbus A321-231,Airbus Industrie,"Hamburg/Finkenwerder, Germany",OY-RUU
18255129,1964,1982.03.15,D-EMQI N3729U,Cessna 182G Skylane,Cessna Aircraft Company,"Wichita, KS, USA",OY-BJI
F150-0087,1966,1967.01.26,Cancelled,Reims/Cessna F150G,Cessna Aircraft Company,"Reims, France",OY-EGJ
163,2007,2021.11.16,OE-HED N163GA G-ZZOO M-ZZOO G-ZZOO N680RW SX-SEA N35BP N60GA 4X-CVJ,Gulfstream 200,Israel Aircraft Industries,"Tel Aviv, Israel",OY-GEC(1)
33701349/F337-0030,,1995.08.04,SE-GOK D-ICEL N1749M,Reims/Cessna F.337F Super Skymaster,Cessna Aircraft Company,"Reims, France",OY-GBK
40.023,2001,2010.02.23,D-EBIN(3),Diamond DA 40-180 Diamond Star,Diamond Aircraft Industries GmbH,"Wiener Neustadt, Austria",OY-EVM
15224,2009,2009.04.28,Cancelled 2018.04.05,Bombardier CL-600-2D24 RJ-900,Bombardier Inc Canada,"Mirabel, Montreal, Canada",OY-KFE
1401,2018,2018.03.06,Cancelled,Kubicek BB42Z,Balóny Kubicek spol s.r.o.,"Brno-Malomérice , Czech Republic",OY-NOT
504/C,2018,2018.03.01,Cancelled,Partenavia P.68C,Partenavia Costruzioni Aeronautiche,"Casoria, Italy",OY-SNS
,1946,1946.09.13,Cancelled 1962.01.03,S.A.I. KZ III U-2,Skandinavisk Aero Industri A/S,"København, Denmark",OY-DSY
0043,2001,2012.01.17,N7174P,Cirrus SR 22,Cirrus Design Corporation,"Duluth, MN, USA",OY-VBI
49436,1986,1986.09.24,Cancelled 1997.03.12,McDonnell Douglas MD-81,McDonnell Douglas Corporation,"Long Beach, CA, USA",OY-KHC
666,1976,1976.07.16,Cancelled 2017.11.27,Schempp-Hirth HS-4 Standard Cirrus 75B,Schempp-Hirth KG,"Kirchheim unter Teck, W.Germany",OY-XGO
RC-64,2011,2018.07.13,N448CC N446CC N464HB,Hawker 4000,Hawker Beechcraft Corporation,"Wichita, KS, USA",OY-JJK
C.J.2,1943,1945.09.22,OY-56,Hütter H 28 Kurier,Hütter,"København, Denmark",OY-DOX
,1963,1963.05.29,Cancelled,SZD-25A Lis,Polskie Zaklady Lotnicze,"Krosno, Poland",OY-DVX
,1959,1959.03.21,Cancelled 2003.10.29,Schleicher Ka 4 Rhönlerche II,"Schleicher Segelflugzeugbau, A.","Poppenhausen, W.Germany",OY-BVX
T20608651,2006,2006.,N6063P,Cessna T206H Turbo Stationair,Cessna Aircraft Company,,OY-SNV
402C0461,1981,1985.02.27,ZS-KUU N6837C,Cessna 402C,Cessna Aircraft Company,"Wichita, KS, USA",OY-SUN
578,1985,2010.04.16,HB-KAY,SOCATA TB-20 Trinidad,SOCATA,"Tarbes, France",OY-NAY
35818,2007,2018.02.02,N530LA PP-ACQ N422LA JA633J,Boeing 767-346F,Boeing Company,"Everett, WA, USA",OY-SRW
1440,2017,2017.11.20,(F-WWEL),Aeritalia/SNIAS ATR 72-212A 600 Version,Avions de Transport Regional,"Toulouse, France",OY-YCD
23631,1987,2007.01.31,N371FA N172AW (N3282R),Boeing 737-33A,Boeing Company,"Renton, WA, USA",OY-JTA
198,2013,2013.07.26,(F-WWUS),Dassault Falcon 7X,Dassault Aviation,"Merignac, France",OY-FWO
8195,2018,,D-AVZR,Airbus A321-251N,Airbus Industrie,"Hamburg/Finkenwerder, Germany",OY-PAB(1)
8145,2018,2018.04.16,(D-AZAK),Airbus A321-251N,Airbus Industrie,"Hamburg/Finkenwerder, Germany",OY-PAA(1)
138,2014,2018.01.19,G-TECD,Tecnam P2006T,"TECNAM S.r.l., Costruzioni Aeronautiche","Napoli, Italy",OY-GBC
208B0351,1993,2018.05.17,ZS-ATP N100US N1114K,Cessna 208B Grand Caravan,Cessna Aircraft Company,"Independence,KS, USA",OY-FDK
27834,1995,2009.05.14,G-OGBE OY-MAS,Boeing 737-3L9,Boeing Company,"Renton, WA, USA",OY-JTE
,,,,,,,OY-NEW (2)
,,,Cancelled,,,,OY-1019
19000230,2008,2017.,TC-YAJ EI-FCM B-3131 PT-SIB,EMBRAER ERJ 190-100LR,EMBRAER,"Sao José dos Campos, Brazil",OY-ZAJ
,2009,2014.07.04,F-ORAA (ZA-ARB) F-WWEH,Aeritalia/SNIAS ATR 72-212A,Avions de Transport Regional,"Toulouse, France",OY-YAI
273,2013,2013.12.18,F-WWFR,Dassault Falcon 900EX,Dassault Aviation,"Merignac, France",OY-MHM
49420,1986,1986.03.13,Cancelled 2005.12.23,McDonnell Douglas MD-81,McDonnell Douglas Corporation,"Long Beach, CA, USA",OY-KGY
993,2002,2014.04.15,PH-LUK,Schröder Fire Balloons G 60/24,Schröder Fire Balloons G.m.b.H.,"Schweich, Germany",OY-JOK
1387,2017,2017.09.27,F-WWEZ,Aeritalia/SNIAS ATR 72-212A 600 Version,Avions de Transport Regional,"Toulouse, France",OY-SWT
,,1978.05.15,Cancelled NTU,Cessna 210-5 (Cessna 205),Cessna Aircraft Company,"Wichita, KS, USA",OY-AZR
10254,2004,2004.03.18,Cancelled 2017.06.09,Robinson R44 Raven II,Robinson Helicopter Company  Inc,"Torrance, CA, USA",OY-HPP
105/367,1988,2013.02.22,D-KBCC,Schempp-Hirth Ventus cT,Schempp-Hirth KG,"Kirchheim unter Teck, W.Germany",OY-EXK
77,2014,2014.04.09,Cancelled,Schempp-Hirth Arcus M,Schempp-Hirth Flugzeugbau GmbH,"Kirchheim unter Teck, Germany",OY-MXA
4035,2006,2006.05.30,N74845,Robinson R22 Beta II,Robinson Helicopter Company  Inc,"Torrance, CA, USA",OY-HRT
,1998,2016.02.26,B-22806 F-WQIY F-WWED,Aeritalia/SNIAS ATR 72-212A,Avions de Transport Regional,"Toulouse, France",OY-YAZ
52048,1959,1985.10.24,D-EGLT N2748G,Cessna 182B Skylane,Cessna Aircraft Company,"Wichita, KS, USA",OY-CFW
3257413,2006,2008.10.08,OM-GLB G-ODRD N3130G N31248,Piper PA-32R-301T Saratoga II TC,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-PKS
,1950,1950.07.14,Cancelled 1977.09.28,Grunau Baby IIB,Schneider,"Esbjerg, Denmark",OY-AXK
478,1977,1984.06.25,D-6520,Rolladen-Schneider LS1-f,Rolladen-Schneider OHG,"Egelsbach, W.Germany",OY-XNM
,1999,2017.01.19,4X-AVU F-WWES,Aeritalia/SNIAS ATR 72-212A,Avions de Transport Regional,"Toulouse, France",OY-YBW
,,,Cancelled,,,,OY-9479
406,1993,2015.05.21,N406PR CC-ADP N406PR 4R-ABB F-WWDB,Airbus A320-231,Airbus Industrie,"Toulouse, France",OY-RUP
3257050,1998,1998.08.19,Cancelled 2017.07.03,Piper PA-32R-301T Saratoga II TC,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-TFT
1211,1968,1968.06.12,(SE-CMH),SOCATA MS.880B Rallye Club,SOCATA,"Tarbes, France",OY-DTU
,,,Cancelled,,,,OY-9484
,,2017.02.24,Cancelled,Gulfstream GVI G650,Gulfstream Aerospace Corporation,"Savannah, GA, USA",OY-IVJ
,,2008.03.08,Cancelled NTU,,,,OY-HOH
,,2017.07.31,Cancelled,,,,OY-HNS
,,2017.06.21,Cancelled,,,,OY-HZV
,,2017.06.21,Cancelled,,,,OY-HYV
,,2017.06.21,Cancelled,,,,OY-HWV
,,2017.06.21,Cancelled,,,,OY-HVV
2014-05/8003,,2017.03.15,Cancelled,,Rotorway International,,OY-HHH(2)
2014-05/8003,,2017.03.15,Cancelled,,Rotorway International,,OY-HHH(1)
,,2017.,Cancelled,Dassault Falcon 7X,Dassault Aviation,"Merignac, France",OY-EEH
,,2017.07.14,Cancelled,,,,OY-BPP
5745,1973,1984.05.01,D-KOEW,Scheibe SF 28A Tandem-Falke,Scheibe Flugzeugbau GmbH,"Dachau, W.Germany",OY-XNI
T18208647,2006,2008.10.17,N1250E,Cessna T182T Turbo-Skylane,Cessna Aircraft Company,"Independence,KS, USA",OY-EHA
18262267,1973,1973.09.14,N58738,Cessna 182P Skylane,Cessna Aircraft Company,"Wichita, KS, USA",OY-RYN
,,,,,,,OY-BBY (1)
155,2012,2012.05.07,F-WWHD,Dassault Falcon 7X,Dassault Aviation,"Merignac, France",OY-CLS
47565,,2004.,JA9671,Bell 222U,Bell Helicopter Textron Inc,"Forth Worth, TX, USA",OY-HIJ
4307,1969,1976.05.28,D-0272,Schleicher Ka 6E Rhönsegler,"Schleicher Segelflugzeugbau, A.","Poppenhausen, W.Germany",OY-XGS
5016,2016,2017.09.22,OO-NSK,Eurocopter EC 175B (H175),Eurocopter S.A.,"Marignane, France",OY-HMV
,1959,1959.12.18,Cancelled 2017.09.01,Schleicher K 8B,"Schleicher Segelflugzeugbau, A.","Poppenhausen, W.Germany",OY-FAX
,1963,1966.05.16,Cancelled 1994.10.12,SZD-24C Foka Standard,Polskie Zaklady Lotnicze,"Krosno, Poland",OY-EPX
550-0469,1983,2002.07.31,N50N N123SR HB-VIP VR-BIZ G-BKSR N1251V,Cessna 550 Citation II,Cessna Aircraft Company,"Wichita, KS, USA",OY-ERY
,2010,2016.06.30,PP-PTY F-WWEE,Aeritalia/SNIAS ATR 72-212A,Avions de Transport Regional,"Toulouse, France",OY-YBH
22071,1979,1979.12.07,Cancelled 1981.01.20,Boeing 737-2L9,Boeing Company,"Renton, WA, USA",OY-APN
,,,Cancelled,,,,OY-
28R-8231046,1982,2004.08.30,D-EHBF N8196U,Piper PA-28RT-201T Turbo Arrow IV,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-RCF
19372,1983,1987.12.11,D-1488,Schleicher ASW 19B,"Schleicher Segelflugzeugbau, A.","Poppenhausen, W.Germany",OY-XPY
2,1945,1947.01.10,OY-69,Hirth Gö 4 Goevier,"Hirth, Wolf","København, Denmark",OY-DXE
4697624,2017,2017.08.16,N71082,Piper PA-46-500TP Malibu Meridian,"Piper Aircraft, Inc","Vero Beach, FL, USA",OY-JAC(1)
81624,2004,2014.08.14,Cancelled 2017.08.01,Van's RV-8,Van's Aircraft Inc,"Holeby, Denmark",OY-RVS
